,body_injury,NARRATIVE,split
1201,trunk&mutipart, position pull tendon week bridge foot hang fill trip miner check omega impede engagement move task engine frozen straighten graule connection memorial foul,train
1202,trunk&mutipart, dr clearly hospital er hook past refer sign jerked,train
1203,trunk&mutipart, electrical instal dump ready haul material shoveling crane leave chuck exact spool,train
1204,trunk&mutipart, strike left slippery surgery fill komatsu engine scaffold,train
1205,trunk&mutipart, hyper left snow impede lose crane wheel charger dig ct bottle,train
1206,trunk&mutipart, hyper approximately move level handhold tweeke trailer dtode,train
1207,trunk&mutipart, laceration galatia portal wreck unhurt,train
1208,trunk&mutipart, electrical laceration pull block coupling castable zip,train
1209,trunk&mutipart, knee strike dr old forklift fill check impede restroom crane on lead rt coat slurry ignite,train
1210,trunk&mutipart, cause left pull hoist walkway crane level exact ct hz,train
1211,trunk&mutipart, reach fourth clevis california range,train
1212,trunk&mutipart, left forearm year methane impede sediment leave hat having company,train
1213,trunk&mutipart, edge get skidster thumb rachet grip floatation inj fal card trigger impactor shooter auxiliary xt xw gastritis health ill,train
1214,trunk&mutipart, electrical repair accidentally dr fail komatsu bump skidster rachet ratchet engine muck asthma shuttle dirty life,train
1215,trunk&mutipart, fall snow fill impede leave tap,train
1216,trunk&mutipart, laceration accidentally step dr bridge center operate remember raise reinstall decline hook moderate latch pot spad,train
1217,trunk&mutipart, electrical left dr refuel van method,train
1218,trunk&mutipart, jackleg cause hyper reach man engine connection,train
1219,trunk&mutipart, jackleg hand step bridge plank roadway operate fill hoist methane face miner tire impede complain leave request pertain threatening,train
1220,trunk&mutipart, electrical fill engine connection,train
1221,trunk&mutipart, rock position conduit instal foot steel miss suffer insert material usually wash finally need haulage diagnostic incorrect fresh lateral fk,train
1222,trunk&mutipart, jackleg employee electrical instal laceration left center methane curtain bit insert wash grinder engine round,train
1223,trunk&mutipart, wet clearly ramp dipper task roll metel close dig frozen sledgehammer ok card restricted have confine harvesting upward grouted interupted vemtilation,train
1224,trunk&mutipart, ankle accidentally step surgery chip lodge sledge tooth personnel believe decline decide moderate chopper funeral,train
1225,trunk&mutipart, left hang fill impede crane change slope floatation,train
1226,trunk&mutipart, jackleg course dr remember clearly trip bit bucket take thumb vent,train
1227,trunk&mutipart, remember tear clear loose conduct recieve tailgate bottle temp trac arthroscopy mild beck damper,train
1228,trunk&mutipart, rib slippery tendon trip er engine ridge scaffold wooden,train
1229,trunk&mutipart, employee strike laceration loader crusher come komatsu knuckle indicate man sledgehammer jean roofbolter hyperextend opeerator,train
1230,trunk&mutipart, remember sprain fill impede trigger garbage warm,train
1231,trunk&mutipart, advise forearm injure operate fill trip remainder ring bearing slope er hook ridge outby ear progress,train
1232,trunk&mutipart, surgery fill soil approach doublelock,train
1233,trunk&mutipart, glove dr operate remember fill drug engine stationary ridge ball exam restricted detonate pony injured junction,train
1234,trunk&mutipart, injure fill suffer impede crane dead change slurry tug timbere,train
1235,trunk&mutipart, hyper left duty scissor curtain check impede jump mast ct tee,train
1236,trunk&mutipart, rock position bridge crusher hang force station remainder task radio pcs dut ledge,train
1237,trunk&mutipart, slippery komatsu jump radio flush refer tower,train
1238,trunk&mutipart, wet counter time post faint site slope burn floatation ridge ear plywood bob oversized,train
1239,trunk&mutipart, conduit left result masonry scissor see shove tugging th dto charge apprx,train
1240,trunk&mutipart, jackleg conduit fill drug physical leave was outpatient arthritis tap,train
1241,trunk&mutipart, dr stretching injure clearly bracket enter wrench hook engine comp wabco shile creek crew ir startle prominent baxter bead,train
1242,trunk&mutipart, weld dirt pant difficult torso sting breakdown ctr intend me,train
1243,trunk&mutipart, knee pull task loose install angle doublejack building dhit ohioamerican model rec,train
1244,trunk&mutipart, left komatsu leave deere er shuttle,train
1245,trunk&mutipart, left course plank methane restrict past apparent swinging,train
1246,trunk&mutipart, fall hand conduit silos face fail ductwork jump inspection replace act unsafe restrictive additional technique ir badly rigging compartment regional gap amount upside,train
1247,trunk&mutipart, frame trip methane stumble remainder crane state hurry prevent unplug pass rigging hear southwest,train
1248,trunk&mutipart, guard pull miss heavy neck kawasaki,train
1249,trunk&mutipart, instal repair embed re,train
1250,trunk&mutipart, guard pull right remember loose cat angle engine,train
1251,trunk&mutipart, methane test clear crane back friday er surround seven,train
1252,trunk&mutipart, hyper reach week restrict throw avoid level girder adjust compartment,train
1253,trunk&mutipart, employee laceration time haul lodge wide oil rator recommend prescribed collision,train
1254,trunk&mutipart, fall electrical dr drive clearly trip end leave slope ridge bandsaw,train
1255,trunk&mutipart, instal left duty fill impede crane leave cart spare,train
1256,trunk&mutipart, jackleg advise dr bridge forklift methane fail impede bump leave tugging er tangle die powell slow adverse maha,train
1257,trunk&mutipart, rib employee bridge fill masonry impede grate continue loose crane project size cervical card hematoma,train
1258,trunk&mutipart, time muscle past welder adjusting card have herdust strainedright cleanup collision lurch operating anchorage,train
1259,trunk&mutipart, accidentally bridge fill trip face fail knock faint way contact surround rigging laminate,train
1260,trunk&mutipart, center plank raise bucket chip long carbon aggregate hook moderate,train
1261,trunk&mutipart, fall jackleg reach containment say loose crane slope swivel disassemble floatation wrap inflict daviess surround,train
1262,trunk&mutipart, accidentally advise stretching remember fail bucket chip sledge roof take excavator report receive unsafe pulley moderate restricted quit ir remote amputate await mcc beck unconsolidated feederslipped approximate rigger headgate imbed race bilateral,train
1263,trunk&mutipart, result dr bridge fill impede loose leave hard chest jabko burr physican unkowingly,train
1264,trunk&mutipart, dr forearm clearly fill trip impede crane refuel,train
1265,trunk&mutipart, strike methane check impede engine doublejack storm rotation wd,train
1266,trunk&mutipart, remember physical material leave hook jabko procedure rise,train
1267,trunk&mutipart, operator tendon hang fill bracket methane impede task past contact ir tap adverse baseline,train
1268,trunk&mutipart, left forearm week bridge counter get clear walk apply back develop grip past welder muck sprocket company prolonged connection hire,val
1269,trunk&mutipart, dr hospital severe scratch blaster impair gas glow kettle,val
1270,trunk&mutipart, repair return ibuprofen jump bend free site accept accord cervical helmet rigging operational orange age dress associate,val
1271,trunk&mutipart, rock cause position possible pull hang trip bed hurry landing pedal doublejack,val
1272,trunk&mutipart, hand methane crane dislodge doublejack dry ear rigging,val
1273,trunk&mutipart, rock laceration center operate fill travel hoist ring crane kiln,val
1274,trunk&mutipart, operator electrical sledge crane inspection contiue leak tee porta turned zip spad direct rise,val
1275,trunk&mutipart, fall cause dr silos beneath allegedly,val
1276,trunk&mutipart, fall step tendonitis trip get system dirt skidster way coupler rachet accident know management spoke splitter ne deflect benefit department labor lung fist flooding,val
1277,trunk&mutipart, pull old forklift roll metel cat seat terrain,val
1278,trunk&mutipart, fill impede measure swell suddenly tool monorail careful impairment spilled,val
1279,trunk&mutipart, split present compartment su immobilize rigid,val
1280,trunk&mutipart, rock electrical left dipper rake begin powerscreen rut,val
1281,trunk&mutipart, laceration cavity clear injury mining jump swell on finally fletcher troughing ie crutch prolonged nnrh refuge caughton participate sawblade conveyance squirrel thermostat underside mantel,val
