,split,words,ents
3995,train,"west mains 63 block number 5 heading intersection . 7 ' high x 20 ' wide x 25 ' long . area bolted with 6 ' resin bolts , 6 '' x '' plates , roof mats on operator side . posts set on 3 sides , cribs built on belt  heading side . area dangered off .",o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o 16 o o o o o o b-person/operator o o o o o o o o o o o o  o o o o o o o
3996,train,"employee was unable to nip directly into power source due to the entry of heading . this led employee to pulling power cable by hand approximately  150 ' down a 10 % grade . the employee was pulling enough cable out to complete task in thirds . while doing so the pulling , twisting , and walking resulted in muscle damage to lower back .",b-person/employee o o o o o o o o o o o o o o o o o b-person/employee o o o o o b-body_part/arm/hand o  o o o o o o o o o b-person/employee o o o o o o o o o o o o o o o o o o o o b-activity/walking o o b-injury/muscle o o b-body_part/back/lower_back i-body_part/back/lower_back o
3997,train,employee was drilling . he was holding the drill with his left hand and a board with his right . the bit broke and jumped over cutting his right forearm . no stitches -- received tetanus shot .,b-person/employee o o o o o o o o o o b-body_part/arm/hand/left_hand i-body_part/arm/hand/left_hand o o o o o o o o o o o o o o o o o o o o o o o o o
3998,train,roof fall was approximately 1280 ft from face of number 004 section in number 4 entry at spad # 26336. fall was approximately 20 ' x 20' 6 ' thick . fall was bolted with 5 ' fully grouted point anchor bolts . fall will not  be cleaned up .,o b-accident_cause/fall o o o o o o o o o o o o o o o o o o b-accident_cause/fall o o o o o x o o o o b-accident_cause/fall o o o o o o o o o o o b-accident_cause/fall o o  o o o o
3999,train,employee was turning water valves inside of dozer and caught his right thumb on a pulley causing a laceration which required stitches .,b-person/employee o o o o o o b-vehicle/heavy_vehicle/dozer o o o b-body_part/arm/hand/thumb/right_thumb i-body_part/arm/hand/thumb/right_thumb o o o o o b-injury/laceration o o o o
4000,train,employee was carrying a welding rod can and when lifted can slipped the open end the can cut hand ( one end of can was open .,b-person/employee o o o o o o o o o o o o o of o o o b-body_part/arm/hand o o o o o o o o
4001,train,"employee getting in position to cut belt , landed on a rock causing him to jerk knife back and away from belt , catching his left index finger . required nine stitches .",b-person/employee o o o o o o o o o o o o o o o o b-body_part/back o o o o o o o o o o o o o o o
4002,train,"roof fall ( 7000-1-005-06 ) : location - old main break , number 7 entry , south of spad # 51614. dimensions - height: ' , width: ' , length : 35 ' . geology - soft , medium to dark gray shale with prominent roof jointing or slips in the roof . roof support - 6 ' instal bolts .",o b-accident_cause/fall o o o o b-location o o o b-injury/fracture/break o o o o o o o o o o o o 6-7 o o 19.5 o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o
4003,train,2 maintenance specialists were closing an inspection door on the firing hood of a rotary kiln . the door was difficult to close and the employee's had to bend over and lean against the door to get it to close . the employee strained his lower back while leaning against the door .,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o b-person/employee o o b-body_part/back/lower_back i-body_part/back/lower_back o o o o o o
4004,train,employee was stocking shelves in the warehouse and was lifting a box of parts when he felt a muscle pull in his stomach . later in the shift a knot appeared on stomach .,b-person/employee o o o o o o o o o o o o o o o o o b-injury/muscle o o o b-body_part/body/stomach o o o o o o o o o b-body_part/body/stomach o
4005,train,"employee stated at ground elevator  of raw mill he picked up a tripod to put on shoulder , when it was on shoulder , chain from tripod hit employee on the upper lip , cutting it .",b-person/employee o o o o  o o o o o o o o o o o b-body_part/arm/shoulder o o o o o b-body_part/arm/shoulder o o o o o b-person/employee o o o o o o o o
4006,train,employee was removing rock out or chute on the longwall belt when a piece of rock struck his left hand . this resulted in a laceration to his middle finger of his left hand .,b-person/employee o o o o o b-equipment/chute o o o o o o o o o o o b-body_part/arm/hand/left_hand i-body_part/arm/hand/left_hand o o o o o b-injury/laceration o o o o o o b-body_part/arm/hand/left_hand i-body_part/arm/hand/left_hand o
4007,train,"while the bus was moving employee stood up to move her lunch box , she had one hand on the partition behind the driver and holding a cup in the other hand . the driver of the bus was making a stop when the brakes grabbed causing employee to fall forward striking a mirror bracket .",o o o o o b-person/employee o o o o o o o o o o o b-body_part/arm/hand o o o o o b-person/driver o o o o o o o b-body_part/arm/hand o o b-person/driver o o o o o o o o o o o o b-person/employee o b-accident_cause/fall o o o o o o
4008,train,employee picked up jack and felt something pull in his groin area .,b-person/employee o o o o o o o o o b-body_part/groin o o
4009,train,"approximately 30 minutes after cutting the number 3 right cross-cut through into the number 4 entry ( @ number 25 cross-cut at station spad 1 : +91 ) creating a three ( 3 ) way intersection , the intersection of number 4 entry fell in . the intersection was bolted with six ( 6 ) ft fully grouted roof bolts and less than 4 ft contours . no one was injured , no equipment was damaged .",o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o b-equipment o o o
4010,train,roof fall was in the 3rd northwest butt room section in number 23 room 45 ' inby spad number 2082 the fall was approximately  55 ' long in number 23 room and fell through cross-cut . 30' . towards number 24 room 18 ' wide. unknown height. area was bolted with 6 ' bolts and 8 ' cable with some 4 ' super twist outby fall area these were vertical joints and slips .,o b-accident_cause/fall o o o o o o o o o o o o o o o o o o o b-accident_cause/fall o o  o o o o o o o o o o o o long o o o o o o o o o o o o o o o o o o o o o o o o o o o o b-accident_cause/fall o o o o o o o o
4011,train,"while lifting one end of water spray pump by the sand pipe , off the stud bolts another employee pried the other end off the stud bolts . the pump flipped over , and the stand pipe flange that i was lifting  with smashed my finger against the near by water reservoir tank .",o o o o o o o b-equipment/mechanical_equipment/pump o o o b-equipment/pipe o o o o o o b-person/employee o o o o o o o o o o b-equipment/mechanical_equipment/pump o o o o o o b-equipment/pipe o o o o o  o o o o o o o o o o o o
4012,train,"during the pre-shift examination a roof fall was discovered 2 cross cuts outby the face between number 5 and number 6 heading . no persons , equipment , nor ventilation was affected . the fall was app . 20 ' long x 20 ' wide x 6 ' high . the fall was just outby spad 232. the fall will not be cleaned up at this time .",o o o o o o b-accident_cause/fall o o o o o o o o o o o o o o o o o o o b-equipment o o o o o o o b-accident_cause/fall o o o o o o o o o o o o o o o o b-accident_cause/fall o o o o o o b-accident_cause/fall o o o o o o o o o
4013,train,a non-injury roof fall occurred in the number 5 entry one break inby the mine portal . the fall was approximately 20  wide x 7  thick x 20  long . the fall was reported immediately to mine and office .,o o o b-accident_cause/fall o o o o o o o b-injury/fracture/break o o o o o o b-accident_cause/fall o o ft  o o ft  o o ft  o o o b-accident_cause/fall o o o o safety o of o
4014,train,employee was loading a bundle of crib blocks onto a scoop bucket from flat car . employee put left hand at the bottom of the bundle with fingers under it in order to position it in the scoop bucket . the scoop operator rammed the ejector out smashing fingers .,b-person/employee o o o o o o o o o o o o o b-vehicle/light_vehicle/car o b-person/employee o b-body_part/arm/hand/left_hand i-body_part/arm/hand/left_hand o o o o o o o b-body_part/arm/hand/fingers o o o o o o o o o o o o o o b-person/operator o o o o o b-body_part/arm/hand/fingers o
4015,train,employee reported while using an impact gun to tighten nuts he felt a pain in his left arm below the elbow,b-person/employee o o o o o o o o o o o o o o o b-body_part/arm/left_arm i-body_part/arm/left_arm o o o
4016,train,"employee reports exiting cab of cable truck when experienced right knee pain . employee claims traction soles on protective footwear may have caught on step tread causing stress to knee while turning . after conservative treatment , follow up evaluation was performed where restrictions were ordered on 2-2-17 .",b-person/employee o o o o o o o o b-body_part/leg/knee/right_knee i-body_part/leg/knee/right_knee o o b-person/employee o o o o o o o o o o o o o o o b-body_part/leg/knee o o o o o o o o o o o o o o o o o o o
4017,train,"saddle fell from packer , employee was attempting to put it back into position . while his finger was under the saddle , he hit the operation lever , causing the saddle to move catching his finger between  the saddle and the support bracket .",o o o o o b-person/employee o o o o o b-body_part/back o o o o o o o o o o o o o o o o o o o o o o o o o o  o o o o o o o
4018,train,"7 mains 2 , 7 entry , 26 block , mobile 002 . 25 ft wide x 25 ft long x 8 ft high . support : 6 ft 3/4 inch resin bolts , pans , brow straps , 12 ft cable bolts . fall dangered off , additional roof support installed around fall . fall clean-up plan posted .",o o o o o o o o o o mining o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o b-accident_cause/fall o o o o o o o o b-accident_cause/fall o b-accident_cause/fall o o o o
